pollster_id,pollster,numeric_grade,methodology,state,start_date,end_date,sample_size,pct,party,answer
1424,Siena/NYT,3,Live Phone,Pennsylvania,2024-09-11,9/16/24,1082,45,REP,Trump
1424,Siena/NYT,3,Live Phone,Pennsylvania,2024-09-11,9/16/24,1082,49,DEM,Harris
1424,Siena/NYT,3,Live Phone,Pennsylvania,2024-09-11,9/16/24,1082,45,REP,Trump
320,Monmouth,2.9,Live Phone/Text-to-Web,,2024-09-11,9/15/24,803,48,DEM,Harris
320,Monmouth,2.9,Live Phone/Text-to-Web,,2024-09-11,9/15/24,803,44,REP,Trump
458,Suffolk,2.9,Live Phone,Pennsylvania,2024-09-11,9/14/24,500,48.6,DEM,Harris
458,Suffolk,2.9,Live Phone,Pennsylvania,2024-09-11,9/14/24,500,45.6,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,Maryland,2024-09-12,9/13/24,890,65.3,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,Maryland,2024-09-12,9/13/24,890,33.3,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,Missouri,2024-09-12,9/13/24,850,43.4,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,Missouri,2024-09-12,9/13/24,850,55.2,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,Indiana,2024-09-12,9/13/24,1000,40.7,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,Indiana,2024-09-12,9/13/24,1000,57.9,REP,Trump
568,YouGov,3,Online Panel,,2024-09-11,9/13/24,1177,50,DEM,Harris
568,YouGov,3,Online Panel,,2024-09-11,9/13/24,1177,45,REP,Trump
568,YouGov,3,Online Panel,,2024-09-11,9/13/24,1090,50,DEM,Harris
568,YouGov,3,Online Panel,,2024-09-11,9/13/24,1090,46,REP,Trump
568,YouGov,3,Online Panel,,2024-09-11,9/13/24,1175,48,DEM,Harris
568,YouGov,3,Online Panel,,2024-09-11,9/13/24,1175,44,REP,Trump
568,YouGov,3,Online Panel,,2024-09-11,9/13/24,1090,49,DEM,Harris
568,YouGov,3,Online Panel,,2024-09-11,9/13/24,1090,45,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/13/24,3276,51,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/13/24,3276,46,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/13/24,2772,51,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/13/24,2772,47,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/13/24,2196,52,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/13/24,2196,46,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/13/24,3276,51,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/13/24,3276,45,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/13/24,2772,50,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/13/24,2772,46,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/13/24,2196,51,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/13/24,2196,46,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/12/24,1405,47,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/12/24,1405,42,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/12/24,1690,43,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-09-11,9/12/24,1690,39,REP,Trump
437,Selzer,2.8,Live Phone,Iowa,2024-09-08,9/11/24,656,43,DEM,Harris
437,Selzer,2.8,Live Phone,Iowa,2024-09-08,9/11/24,656,47,REP,Trump
568,YouGov,3,Online Panel,,2024-09-08,9/10/24,1464,45,DEM,Harris
568,YouGov,3,Online Panel,,2024-09-08,9/10/24,1464,45,REP,Trump
1308,Data Orbital,2.9,Live Phone/Text-to-Web,Arizona,2024-09-07,9/9/24,550,46,DEM,Harris
1308,Data Orbital,2.9,Live Phone/Text-to-Web,Arizona,2024-09-07,9/9/24,550,46.2,REP,Trump
396,Quinnipiac,2.8,Live Phone,North Carolina,2024-09-04,9/8/24,940,49,DEM,Harris
396,Quinnipiac,2.8,Live Phone,North Carolina,2024-09-04,9/8/24,940,46,REP,Trump
396,Quinnipiac,2.8,Live Phone,North Carolina,2024-09-04,9/8/24,940,50,DEM,Harris
396,Quinnipiac,2.8,Live Phone,North Carolina,2024-09-04,9/8/24,940,47,REP,Trump
396,Quinnipiac,2.8,Live Phone,Georgia,2024-09-04,9/8/24,969,45,DEM,Harris
396,Quinnipiac,2.8,Live Phone,Georgia,2024-09-04,9/8/24,969,49,REP,Trump
396,Quinnipiac,2.8,Live Phone,Georgia,2024-09-04,9/8/24,969,46,DEM,Harris
396,Quinnipiac,2.8,Live Phone,Georgia,2024-09-04,9/8/24,969,49,REP,Trump
460,SurveyUSA,2.8,Online Panel,North Carolina,2024-09-04,9/7/24,676,49,DEM,Harris
460,SurveyUSA,2.8,Online Panel,North Carolina,2024-09-04,9/7/24,676,46,REP,Trump
568,YouGov,3,Online Panel,Michigan,2024-09-03,9/6/24,1077,50,DEM,Harris
568,YouGov,3,Online Panel,Michigan,2024-09-03,9/6/24,1077,49,REP,Trump
568,YouGov,3,Online Panel,Pennsylvania,2024-09-03,9/6/24,1078,50,DEM,Harris
568,YouGov,3,Online Panel,Pennsylvania,2024-09-03,9/6/24,1078,50,REP,Trump
568,YouGov,3,Online Panel,Wisconsin,2024-09-03,9/6/24,946,51,DEM,Harris
568,YouGov,3,Online Panel,Wisconsin,2024-09-03,9/6/24,946,49,REP,Trump
1424,Siena/NYT,3,Live Phone,,2024-09-03,9/6/24,1695,47,DEM,Harris
1424,Siena/NYT,3,Live Phone,,2024-09-03,9/6/24,1695,48,REP,Trump
1424,Siena/NYT,3,Live Phone,,2024-09-03,9/6/24,1695,45,DEM,Harris
1424,Siena/NYT,3,Live Phone,,2024-09-03,9/6/24,1695,47,REP,Trump
1424,Siena/NYT,3,Live Phone,,2024-09-03,9/6/24,1695,46,DEM,Harris
1424,Siena/NYT,3,Live Phone,,2024-09-03,9/6/24,1695,48,REP,Trump
1424,Siena/NYT,3,Live Phone,,2024-09-03,9/6/24,1695,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,,2024-09-03,9/6/24,1695,46,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,California,2024-09-03,9/5/24,815,60.8,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,California,2024-09-03,9/5/24,815,38,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,Florida,2024-09-03,9/5/24,815,47.6,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,Florida,2024-09-03,9/5/24,815,51.1,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,Texas,2024-09-03,9/5/24,845,48,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,Texas,2024-09-03,9/5/24,845,50.9,REP,Trump
1102,Emerson,2.9,Online Panel/Text-to-Web,Ohio,2024-09-03,9/5/24,945,44.7,DEM,Harris
1102,Emerson,2.9,Online Panel/Text-to-Web,Ohio,2024-09-03,9/5/24,945,54.3,REP,Trump
1205,Marist,2.9,Live Phone/Online Panel/Text,,2024-09-03,9/5/24,1413,49,DEM,Harris
1205,Marist,2.9,Live Phone/Online Panel/Text,,2024-09-03,9/5/24,1413,48,REP,Trump
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-08-28,9/5/24,822,52,DEM,Harris
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-08-28,9/5/24,822,48,REP,Trump
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-08-28,9/5/24,738,52,DEM,Harris
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-08-28,9/5/24,738,48,REP,Trump
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-08-28,9/5/24,822,47,DEM,Harris
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-08-28,9/5/24,822,43,REP,Trump
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-08-28,9/5/24,738,48,DEM,Harris
1075,Marquette Law School,3,Live Phone/Email,Wisconsin,2024-08-28,9/5/24,738,43,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,,2024-09-03,9/4/24,1000,51.3,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,,2024-09-03,9/4/24,1000,47.6,REP,Trump
568,YouGov,3,Online Panel,,2024-09-01,9/3/24,1389,47,DEM,Harris
568,YouGov,3,Online Panel,,2024-09-01,9/3/24,1389,45,REP,Trump
568,YouGov,3,Online Panel,Texas,2024-08-23,8/31/24,1200,44,DEM,Harris
568,YouGov,3,Online Panel,Texas,2024-08-23,8/31/24,1200,49,REP,Trump
568,YouGov,3,Online Panel,Texas,2024-08-23,8/31/24,1200,44,DEM,Harris
568,YouGov,3,Online Panel,Texas,2024-08-23,8/31/24,1200,49,REP,Trump
460,SurveyUSA,2.8,Online Panel,Minnesota,2024-08-27,8/29/24,635,48,DEM,Harris
460,SurveyUSA,2.8,Online Panel,Minnesota,2024-08-27,8/29/24,635,43,REP,Trump
1866,CNN/SSRS,2.8,Probability Panel,Arizona,2024-08-23,8/29/24,682,44,DEM,Harris
1866,CNN/SSRS,2.8,Probability Panel,Arizona,2024-08-23,8/29/24,682,49,REP,Trump
1866,CNN/SSRS,2.8,Probability Panel,Georgia,2024-08-23,8/29/24,617,48,DEM,Harris
1866,CNN/SSRS,2.8,Probability Panel,Georgia,2024-08-23,8/29/24,617,47,REP,Trump
1866,CNN/SSRS,2.8,Probability Panel,Michigan,2024-08-23,8/29/24,708,48,DEM,Harris
1866,CNN/SSRS,2.8,Probability Panel,Michigan,2024-08-23,8/29/24,708,43,REP,Trump
1866,CNN/SSRS,2.8,Probability Panel,Nevada,2024-08-23,8/29/24,626,48,DEM,Harris
1866,CNN/SSRS,2.8,Probability Panel,Nevada,2024-08-23,8/29/24,626,47,REP,Trump
1866,CNN/SSRS,2.8,Probability Panel,Pennsylvania,2024-08-23,8/29/24,789,47,DEM,Harris
1866,CNN/SSRS,2.8,Probability Panel,Pennsylvania,2024-08-23,8/29/24,789,47,REP,Trump
1866,CNN/SSRS,2.8,Probability Panel,Wisconsin,2024-08-23,8/29/24,976,50,DEM,Harris
1866,CNN/SSRS,2.8,Probability Panel,Wisconsin,2024-08-23,8/29/24,976,44,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Arizona,2024-08-25,8/28/24,720,47.5,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Arizona,2024-08-25,8/28/24,720,51.2,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Michigan,2024-08-25,8/28/24,800,51.2,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Michigan,2024-08-25,8/28/24,800,47.6,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Nevada,2024-08-25,8/28/24,1168,49.4,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Nevada,2024-08-25,8/28/24,1168,48.8,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-08-25,8/28/24,950,49.4,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-08-25,8/28/24,950,49.4,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Wisconsin,2024-08-25,8/28/24,850,49.1,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Wisconsin,2024-08-25,8/28/24,850,49.8,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,North Carolina,2024-08-25,8/28/24,775,49,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,North Carolina,2024-08-25,8/28/24,775,49.9,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Georgia,2024-08-25,8/28/24,800,50.1,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Georgia,2024-08-25,8/28/24,800,49,REP,Trump
458,Suffolk,2.9,Live Phone,,2024-08-25,8/28/24,1000,47.6,DEM,Harris
458,Suffolk,2.9,Live Phone,,2024-08-25,8/28/24,1000,43.3,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-21,8/28/24,3562,44,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-21,8/28/24,3562,40,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-21,8/28/24,4253,41,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-21,8/28/24,4253,38,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-21,8/28/24,3562,45,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-21,8/28/24,3562,41,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-21,8/28/24,4253,40,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-21,8/28/24,4253,36,REP,Trump
568,YouGov,3,Online Panel,,2024-08-25,8/27/24,1368,47,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-25,8/27/24,1368,45,REP,Trump
396,Quinnipiac,2.8,Live Phone,,2024-08-23,8/27/24,1611,49,DEM,Harris
396,Quinnipiac,2.8,Live Phone,,2024-08-23,8/27/24,1611,47,REP,Trump
396,Quinnipiac,2.8,Live Phone,,2024-08-23,8/27/24,1611,49,DEM,Harris
396,Quinnipiac,2.8,Live Phone,,2024-08-23,8/27/24,1611,48,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-23,8/27/24,2496,50,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-23,8/27/24,2496,46,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-23,8/27/24,NA,50,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-23,8/27/24,NA,46,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-23,8/27/24,NA,52,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-23,8/27/24,NA,46,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-23,8/27/24,2496,49,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-23,8/27/24,2496,45,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-23,8/27/24,NA,50,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-23,8/27/24,NA,45,REP,Trump
460,SurveyUSA,2.8,IVR/Online Panel/Text-to-Web,Nebraska,2024-08-23,8/27/24,1293,37,DEM,Harris
460,SurveyUSA,2.8,IVR/Online Panel/Text-to-Web,Nebraska,2024-08-23,8/27/24,1293,54,REP,Trump
460,SurveyUSA,2.8,IVR/Online Panel/Text-to-Web,Nebraska CD-2,2024-08-23,8/27/24,507,47,DEM,Harris
460,SurveyUSA,2.8,IVR/Online Panel/Text-to-Web,Nebraska CD-2,2024-08-23,8/27/24,507,42,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Arizona,2024-08-23,8/26/24,1014,48,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Arizona,2024-08-23,8/26/24,1014,47,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Arizona,2024-08-23,8/26/24,1014,50,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Arizona,2024-08-23,8/26/24,1014,49,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Georgia,2024-08-23,8/26/24,1014,48,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Georgia,2024-08-23,8/26/24,1014,46,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Georgia,2024-08-23,8/26/24,1014,50,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Georgia,2024-08-23,8/26/24,1014,48,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Nevada,2024-08-23,8/26/24,1026,48,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Nevada,2024-08-23,8/26/24,1026,46,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Nevada,2024-08-23,8/26/24,1026,50,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,Nevada,2024-08-23,8/26/24,1026,48,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,North Carolina,2024-08-23,8/26/24,999,47,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,North Carolina,2024-08-23,8/26/24,999,48,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,North Carolina,2024-08-23,8/26/24,999,49,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone/Text-to-Web,North Carolina,2024-08-23,8/26/24,999,50,REP,Trump
568,YouGov,3,Online Panel,,2024-08-22,8/26/24,1194,46,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-22,8/26/24,1194,45,REP,Trump
568,YouGov,3,Online Panel,,2024-08-22,8/26/24,1197,47,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-22,8/26/24,1197,46,REP,Trump
568,YouGov,3,Online Panel,,2024-08-22,8/26/24,1788,39,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-22,8/26/24,1788,36,REP,Trump
568,YouGov,3,Online Panel,,2024-08-22,8/26/24,1200,44,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-22,8/26/24,1200,42,REP,Trump
568,YouGov,3,Online Panel,Pennsylvania,2024-08-15,8/23/24,500,43,DEM,Harris
568,YouGov,3,Online Panel,Pennsylvania,2024-08-15,8/23/24,500,42.5,REP,Trump
568,YouGov,3,Online Panel,Pennsylvania,2024-08-15,8/23/24,NA,47,DEM,Harris
568,YouGov,3,Online Panel,Pennsylvania,2024-08-15,8/23/24,NA,47,REP,Trump
568,YouGov,3,Online Panel,Pennsylvania,2024-08-15,8/23/24,500,43,DEM,Harris
568,YouGov,3,Online Panel,Pennsylvania,2024-08-15,8/23/24,500,41,REP,Trump
568,YouGov,3,Online Panel,Pennsylvania,2024-08-15,8/23/24,NA,48,DEM,Harris
568,YouGov,3,Online Panel,Pennsylvania,2024-08-15,8/23/24,NA,46,REP,Trump
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,500,48,DEM,Harris
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,500,42,REP,Trump
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,NA,51,DEM,Harris
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,NA,46,REP,Trump
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,500,45,DEM,Harris
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,500,40,REP,Trump
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,NA,49,DEM,Harris
568,YouGov,3,Online Panel,Wisconsin,2024-08-15,8/23/24,NA,45,REP,Trump
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,500,44,DEM,Harris
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,500,43.5,REP,Trump
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,NA,47,DEM,Harris
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,NA,48,REP,Trump
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,500,44,DEM,Harris
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,500,41.5,REP,Trump
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,NA,47,DEM,Harris
568,YouGov,3,Online Panel,Michigan,2024-08-15,8/23/24,NA,46,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,New Mexico,2024-08-20,8/22/24,965,53.6,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,New Mexico,2024-08-20,8/22/24,965,46.4,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,New Mexico,2024-08-20,8/22/24,965,51,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,New Mexico,2024-08-20,8/22/24,965,40.2,REP,Trump
568,YouGov,3,Online Panel,,2024-08-15,8/22/24,1835,44,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-15,8/22/24,1835,40,REP,Trump
1050,SurveyUSA/High Point University,2.8,Online Panel,North Carolina,2024-08-19,8/21/24,1053,46,DEM,Harris
1050,SurveyUSA/High Point University,2.8,Online Panel,North Carolina,2024-08-19,8/21/24,1053,45,REP,Trump
1050,SurveyUSA/High Point University,2.8,Online Panel,North Carolina,2024-08-19,8/21/24,941,47,DEM,Harris
1050,SurveyUSA/High Point University,2.8,Online Panel,North Carolina,2024-08-19,8/21/24,941,47,REP,Trump
568,YouGov,3,Online Panel,,2024-08-17,8/20/24,1371,46,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-17,8/20/24,1371,43,REP,Trump
568,YouGov,3,Online Panel,,2024-08-14,8/16/24,3253,51,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-14,8/16/24,3253,48,REP,Trump
568,YouGov,3,Online Panel,,2024-08-14,8/16/24,3253,49,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-14,8/16/24,3253,47,REP,Trump
568,YouGov,3,Online Panel,Missouri,2024-08-08,8/16/24,900,41,DEM,Harris
568,YouGov,3,Online Panel,Missouri,2024-08-08,8/16/24,900,54,REP,Trump
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,46,DEM,Harris
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,48,REP,Trump
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,47,DEM,Harris
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,48,REP,Trump
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,42,DEM,Harris
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,45,REP,Trump
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,Nevada,2024-08-12,8/15/24,677,46,REP,Trump
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,49,DEM,Harris
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,45,REP,Trump
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,50,DEM,Harris
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,45,REP,Trump
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,45,DEM,Harris
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,42,REP,Trump
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,47,DEM,Harris
1424,Siena/NYT,3,Live Phone,Arizona,2024-08-08,8/15/24,677,43,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-08-13,8/14/24,1000,49.3,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-08-13,8/14/24,1000,50.7,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-08-13,8/14/24,1000,46.8,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-08-13,8/14/24,1000,47.4,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,,2024-08-12,8/14/24,1000,52.3,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,,2024-08-12,8/14/24,1000,47.7,REP,Trump
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,,2024-08-12,8/14/24,1000,48.3,DEM,Harris
1102,Emerson,2.9,IVR/Online Panel/Text-to-Web,,2024-08-12,8/14/24,1000,43.5,REP,Trump
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,49,DEM,Harris
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,46,REP,Trump
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,49,DEM,Harris
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,47,REP,Trump
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,45,DEM,Harris
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,42,REP,Trump
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,46,DEM,Harris
1424,Siena/NYT,3,Live Phone,North Carolina,2024-08-09,8/14/24,655,44,REP,Trump
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,51,REP,Trump
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,46,DEM,Harris
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,50,REP,Trump
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,41,DEM,Harris
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,47,REP,Trump
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,44,DEM,Harris
1424,Siena/NYT,3,Live Phone,Georgia,2024-08-09,8/14/24,661,47,REP,Trump
568,YouGov,3,Online Panel,,2024-08-11,8/13/24,1407,46,DEM,Harris
568,YouGov,3,Online Panel,,2024-08-11,8/13/24,1407,44,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,2336,50,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,2336,45,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,1975,49,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,1975,45,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,1505,51,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,1505,45,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,2336,47,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,2336,44,REP,Trump
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,1975,47,DEM,Harris
241,Ipsos,2.8,Probability Panel,,2024-08-09,8/13/24,1975,44,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone,,2024-08-09,8/12/24,1105,45,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone,,2024-08-09,8/12/24,1105,45,REP,Trump
1597,Beacon/Shaw,2.8,Live Phone,,2024-08-09,8/12/24,1105,49,DEM,Harris
1597,Beacon/Shaw,2.8,Live Phone,,2024-08-09,8/12/24,1105,50,REP,Trump
396,Quinnipiac,2.8,Live Phone,Pennsylvania,2024-08-08,8/12/24,1738,48,DEM,Harris
396,Quinnipiac,2.8,Live Phone,Pennsylvania,2024-08-08,8/12/24,1738,45,REP,Trump
396,Quinnipiac,2.8,Live Phone,Pennsylvania,2024-08-08,8/12/24,1738,50,DEM,Harris
